site,n.plot,cod.sev,north,west,slope,aspect,elev.m,tran.size,transect,species,sp.name,origen,veg.cov,cov.50N,cov.50E,cov.50S,cov.50W,cov.140N,cov.140E,cov.140S,cov.140W
CM,54,UN,-3875859,-7151042,22,208,1612,large,north,not.pum,Nothofagus pumilio,native,20,90,83,84,83,89,82,83,79
CM,54,UN,-3875859,-7151042,22,208,1612,large,north,rub.geo,Rubus geoides,native,3,90,83,84,83,89,82,83,79
CM,54,UN,-3875859,-7151042,22,208,1612,large,north,bare.gr,bare ground,NA,20,90,83,84,83,89,82,83,79
CM,54,UN,-3875859,-7151042,22,208,1612,large,east,vio.rei,Viola reichei,native,4,92,85,89,88,90,81,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,east,osm.chi,Osmorhiza chilensis,native,25,92,85,89,88,90,81,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,east,may.dis,Maytenus disticha,native,5,92,85,89,88,90,81,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,east,per.pre,Perezia prenanthoides,native,5,92,85,89,88,90,81,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,east,ade.chi,Adenocaulon chilense,native,5,92,85,89,88,90,81,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,east,ber.mic,Berberis microphylla,native,1,92,85,89,88,90,81,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,east,bare.gr,bare ground,NA,55,92,85,89,88,90,81,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,south,may.dis,Maytenus disticha,native,3,88,88,89,85,86,84,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,south,ade.chi,Adenocaulon chilense,native,5,88,88,89,85,86,84,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,south,per.pre,Perezia prenanthoides,native,3,88,88,89,85,86,84,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,south,myo.obl,Myoschilos oblongum,native,3,88,88,89,85,86,84,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,south,osm.chi,Osmorhiza chilensis,native,1,88,88,89,85,86,84,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,south,cwd,coarse woody debris,NA,50,88,88,89,85,86,84,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,south,bare.gr,bare ground,NA,35,88,88,89,85,86,84,89,86
CM,54,UN,-3875859,-7151042,22,208,1612,large,west,osm.chi,Osmorhiza chilensis,native,10,88,89,88,85,89,87,85,85
CM,54,UN,-3875859,-7151042,22,208,1612,large,west,per.pre,Perezia prenanthoides,native,4,88,89,88,85,89,87,85,85
CM,54,UN,-3875859,-7151042,22,208,1612,large,west,may.dis,Maytenus disticha,native,5,88,89,88,85,89,87,85,85
CM,54,UN,-3875859,-7151042,22,208,1612,large,west,myo.obl,Myoschilos oblongum,native,1,88,89,88,85,89,87,85,85
CM,54,UN,-3875859,-7151042,22,208,1612,large,west,bare.gr,bare ground,NA,80,88,89,88,85,89,87,85,85
CM,55,UN,-3875323,-7151824,18,180,1666,medium,north,may.dis,Maytenus disticha,native,75,92,90,89,90,92,86,84,89
CM,55,UN,-3875323,-7151824,18,180,1666,medium,north,per.pre,Perezia prenanthoides,native,15,92,90,89,90,92,86,84,89
CM,55,UN,-3875323,-7151824,18,180,1666,medium,north,rib.den,Ribes densiflorum,native,2,92,90,89,90,92,86,84,89
CM,55,UN,-3875323,-7151824,18,180,1666,medium,north,ber.mic,Berberis microphylla,native,5,92,90,89,90,92,86,84,89
CM,55,UN,-3875323,-7151824,18,180,1666,medium,north,osm.chi,Osmorhiza chilensis,native,2,92,90,89,90,92,86,84,89
CM,55,UN,-3875323,-7151824,18,180,1666,medium,north,val.lax,Valeriana laxiflora,native,1,92,90,89,90,92,86,84,89
CM,55,UN,-3875323,-7151824,18,180,1666,medium,east,not.pum,Nothofagus pumilio,native,25,92,90,88,88,89,90,86,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,east,per.pre,Perezia prenanthoides,native,25,92,90,88,88,89,90,86,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,east,osm.chi,Osmorhiza chilensis,native,10,92,90,88,88,89,90,86,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,east,rib.den,Ribes densiflorum,native,2,92,90,88,88,89,90,86,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,east,bare.gr,bare ground,NA,38,92,90,88,88,89,90,86,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,per.pre,Perezia prenanthoides,native,25,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,rib.den,Ribes densiflorum,native,5,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,myo.obl,Myoschilos oblongum,native,10,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,osm.chi,Osmorhiza chilensis,native,15,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,not.pum,Nothofagus pumilio,native,5,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,may.dis,Maytenus disticha,native,30,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,vio.rei,Viola reichei,native,1,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,ber.mic,Berberis microphylla,native,1,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,south,bare.gr,bare ground,NA,8,88,86,84,89,87,83,85,90
CM,55,UN,-3875323,-7151824,18,180,1666,medium,west,may.dis,Maytenus disticha,native,45,91,92,83,89,91,89,80,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,west,per.pre,Perezia prenanthoides,native,30,91,92,83,89,91,89,80,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,west,osm.chi,Osmorhiza chilensis,native,15,91,92,83,89,91,89,80,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,west,not.pum,Nothofagus pumilio,native,5,91,92,83,89,91,89,80,88
CM,55,UN,-3875323,-7151824,18,180,1666,medium,west,rib.den,Ribes densiflorum,native,5,91,92,83,89,91,89,80,88
CM,56,UN,-3877830,-7154216,14,192,1064,medium,north,osm.chi,Osmorhiza chilensis,native,5,92,94,90,92,91,94,90,91
CM,56,UN,-3877830,-7154216,14,192,1064,medium,north,cwd,coarse woody debris,NA,18,92,94,90,92,91,94,90,91
CM,56,UN,-3877830,-7154216,14,192,1064,medium,north,bare.gr,bare ground,NA,77,92,94,90,92,91,94,90,91
CM,56,UN,-3877830,-7154216,14,192,1064,medium,east,osm.chi,Osmorhiza chilensis,native,10,95,93,92,93,94,92,92,93
CM,56,UN,-3877830,-7154216,14,192,1064,medium,east,bare.gr,bare ground,NA,90,95,93,92,93,94,92,92,93
CM,56,UN,-3877830,-7154216,14,192,1064,medium,south,osm.chi,Osmorhiza chilensis,native,2,95,92,93,94,95,92,93,95
CM,56,UN,-3877830,-7154216,14,192,1064,medium,south,bare.gr,bare ground,NA,98,95,92,93,94,95,92,93,95
CM,56,UN,-3877830,-7154216,14,192,1064,medium,west,chu.sp,Chusquea sp,native,6,95,93,91,92,94,92,93,92
CM,56,UN,-3877830,-7154216,14,192,1064,medium,west,cwd,coarse woody debris,NA,85,95,93,91,92,94,92,93,92
CM,56,UN,-3877830,-7154216,14,192,1064,medium,west,bare.gr,bare ground,NA,9,95,93,91,92,94,92,93,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,north,chu.sp,Chusquea sp,native,60,88,89,86,90,84,87,89,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,north,rib.den,Ribes densiflorum,native,3,88,89,86,90,84,87,89,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,north,not.pum,Nothofagus pumilio,native,5,88,89,86,90,84,87,89,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,north,may.dis,Maytenus disticha,native,15,88,89,86,90,84,87,89,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,north,cwd,coarse woody debris,NA,17,88,89,86,90,84,87,89,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,east,may.dis,Maytenus disticha,native,15,90,92,90,86,69,92,84,55
CM,57,UN,-3875604,-7149588,10,20,1599,medium,east,chu.sp,Chusquea sp,native,70,90,92,90,86,69,92,84,55
CM,57,UN,-3875604,-7149588,10,20,1599,medium,east,myo.obl,Myoschilos oblongum,native,5,90,92,90,86,69,92,84,55
CM,57,UN,-3875604,-7149588,10,20,1599,medium,east,rib.den,Ribes densiflorum,native,5,90,92,90,86,69,92,84,55
CM,57,UN,-3875604,-7149588,10,20,1599,medium,east,gau.poe,Gaultheria poeppigii,native,5,90,92,90,86,69,92,84,55
CM,57,UN,-3875604,-7149588,10,20,1599,medium,south,myo.obl,Myoschilos oblongum,native,5,89,91,93,94,89,91,92,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,south,not.pum,Nothofagus pumilio,native,15,89,91,93,94,89,91,92,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,south,chu.sp,Chusquea sp,native,60,89,91,93,94,89,91,92,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,south,may.dis,Maytenus disticha,native,15,89,91,93,94,89,91,92,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,south,ade.chi,Adenocaulon chilense,native,1,89,91,93,94,89,91,92,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,south,ber.ser,Berberis serratodentata,native,3,89,91,93,94,89,91,92,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,south,per.pre,Perezia prenanthoides,native,1,89,91,93,94,89,91,92,92
CM,57,UN,-3875604,-7149588,10,20,1599,medium,west,may.dis,Maytenus disticha,native,15,93,85,93,87,88,87,92,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,west,chu.sp,Chusquea sp,native,70,93,85,93,87,88,87,92,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,west,myo.obl,Myoschilos oblongum,native,5,93,85,93,87,88,87,92,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,west,ade.chi,Adenocaulon chilense,native,5,93,85,93,87,88,87,92,87
CM,57,UN,-3875604,-7149588,10,20,1599,medium,west,ber.ser,Berberis serratodentata,native,5,93,85,93,87,88,87,92,87
CM,58,UN,-3873384,-7151050,40,186,1509,medium,north,val.lax,Valeriana laxiflora,native,5,92,90,60,90,91,89,76,85
CM,58,UN,-3873384,-7151050,40,186,1509,medium,north,ade.chi,Adenocaulon chilense,native,5,92,90,60,90,91,89,76,85
CM,58,UN,-3873384,-7151050,40,186,1509,medium,north,chu.sp,Chusquea sp,native,65,92,90,60,90,91,89,76,85
CM,58,UN,-3873384,-7151050,40,186,1509,medium,north,per.pre,Perezia prenanthoides,native,5,92,90,60,90,91,89,76,85
CM,58,UN,-3873384,-7151050,40,186,1509,medium,north,chl.sp,Orquidea,native,3,92,90,60,90,91,89,76,85
CM,58,UN,-3873384,-7151050,40,186,1509,medium,north,not.pum,Nothofagus pumilio,native,15,92,90,60,90,91,89,76,85
CM,58,UN,-3873384,-7151050,40,186,1509,medium,north,osm.chi,Osmorhiza chilensis,native,2,92,90,60,90,91,89,76,85
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,may.dis,Maytenus disticha,native,25,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,ade.chi,Adenocaulon chilense,native,5,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,ber.mic,Berberis microphylla,native,5,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,rib.den,Ribes densiflorum,native,4,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,vio.rei,Viola reichei,native,3,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,val.lax,Valeriana laxiflora,native,3,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,aca.ova,Acaena ovalifolia,native,4,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,per.pre,Perezia prenanthoides,native,3,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,osm.chi,Osmorhiza chilensis,native,3,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,east,chu.sp,Chusquea sp,native,45,87,87,88,87,90,90,89,86
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,not.pum,Nothofagus pumilio,native,60,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,chu.sp,Chusquea sp,native,20,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,may.dis,Maytenus disticha,native,5,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,ber.ser,Berberis serratodentata,native,5,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,vio.rei,Viola reichei,native,2,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,ade.chi,Adenocaulon chilense,native,2,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,per.pre,Perezia prenanthoides,native,3,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,south,rib.den,Ribes densiflorum,native,3,86,89,82,88,91,88,72,83
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,may.dis,Maytenus disticha,native,20,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,rib.den,Ribes densiflorum,native,2,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,ber.ser,Berberis serratodentata,native,5,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,per.pre,Perezia prenanthoides,native,2,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,not.pum,Nothofagus pumilio,native,30,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,vio.rei,Viola reichei,native,2,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,val.lax,Valeriana laxiflora,native,2,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,ade.chi,Adenocaulon chilense,native,2,89,88,89,93,91,83,91,93
CM,58,UN,-3873384,-7151050,40,186,1509,medium,west,chu.sp,Chusquea sp,native,35,89,88,89,93,91,83,91,93
CM,59,UN,-3877708,-7154269,20,212,1104,medium,north,may.dis,Maytenus disticha,native,2,92,93,88,91,92,92,90,91
CM,59,UN,-3877708,-7154269,20,212,1104,medium,north,pse.men,Pseudotsuga menziesii,exotic,5,92,93,88,91,92,92,90,91
CM,59,UN,-3877708,-7154269,20,212,1104,medium,north,chu.sp,Chusquea sp,native,15,92,93,88,91,92,92,90,91
CM,59,UN,-3877708,-7154269,20,212,1104,medium,north,osm.chi,Osmorhiza chilensis,native,8,92,93,88,91,92,92,90,91
CM,59,UN,-3877708,-7154269,20,212,1104,medium,north,bare.gr,bare ground,NA,70,92,93,88,91,92,92,90,91
CM,59,UN,-3877708,-7154269,20,212,1104,medium,east,chu.sp,Chusquea sp,native,32,94,92,92,92,94,91,91,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,east,not.alp,Nothofagus alpina,native,20,94,92,92,92,94,91,91,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,east,ber.dar,Berberis darwinii,native,2,94,92,92,92,94,91,91,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,east,may.dis,Maytenus disticha,native,1,94,92,92,92,94,91,91,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,east,bare.gr,bare ground,NA,45,94,92,92,92,94,91,91,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,south,may.dis,Maytenus disticha,native,20,95,95,93,92,95,94,92,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,south,chu.sp,Chusquea sp,native,35,95,95,93,92,95,94,92,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,south,cwd,coarse woody debris,NA,25,95,95,93,92,95,94,92,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,south,bare.gr,bare ground,NA,20,95,95,93,92,95,94,92,92
CM,59,UN,-3877708,-7154269,20,212,1104,medium,west,not.alp,Nothofagus alpina,native,30,94,94,91,93,93,92,93,93
CM,59,UN,-3877708,-7154269,20,212,1104,medium,west,sch.pat,Schinus patagonicus,native,8,94,94,91,93,93,92,93,93
CM,59,UN,-3877708,-7154269,20,212,1104,medium,west,may.dis,Maytenus disticha,native,5,94,94,91,93,93,92,93,93
CM,59,UN,-3877708,-7154269,20,212,1104,medium,west,rib.mag,Ribes magellanicum,native,2,94,94,91,93,93,92,93,93
CM,59,UN,-3877708,-7154269,20,212,1104,medium,west,cwd,coarse woody debris,NA,30,94,94,91,93,93,92,93,93
CM,59,UN,-3877708,-7154269,20,212,1104,medium,west,bare.gr,bare ground,NA,25,94,94,91,93,93,92,93,93
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,ade.chi,Adenocaulon chilense,native,4,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,may.dis,Maytenus disticha,native,4,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,chu.sp,Chusquea sp,native,40,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,per.pre,Perezia prenanthoides,native,4,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,osm.chi,Osmorhiza chilensis,native,5,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,vio.rei,Viola reichei,native,4,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,myo.obl,Myoschilos oblongum,native,4,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,north,cwd,coarse woody debris,NA,35,93,93,89,91,90,87,85,91
CM,60,UN,-3874679,-7149867,16,180,1554,large,east,per.pre,Perezia prenanthoides,native,5,94,91,91,92,94,94,93,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,east,osm.chi,Osmorhiza chilensis,native,20,94,91,91,92,94,94,93,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,east,may.dis,Maytenus disticha,native,15,94,91,91,92,94,94,93,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,east,gal.sp,Galium sp,native,1,94,91,91,92,94,94,93,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,east,vio.rei,Viola reichei,native,3,94,91,91,92,94,94,93,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,east,rib.den,Ribes densiflorum,native,3,94,91,91,92,94,94,93,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,east,chu.sp,Chusquea sp,native,53,94,91,91,92,94,94,93,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,chu.sp,Chusquea sp,native,40,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,osm.chi,Osmorhiza chilensis,native,10,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,vio.rei,Viola reichei,native,3,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,may.dis,Maytenus disticha,native,10,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,ade.chi,Adenocaulon chilense,native,3,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,per.pre,Perezia prenanthoides,native,5,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,myo.obl,Myoschilos oblongum,native,4,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,south,cwd,coarse woody debris,NA,25,94,93,78,89,92,93,66,87
CM,60,UN,-3874679,-7149867,16,180,1554,large,west,may.dis,Maytenus disticha,native,10,93,94,92,91,91,89,84,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,west,per.pre,Perezia prenanthoides,native,5,93,94,92,91,91,89,84,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,west,chu.sp,Chusquea sp,native,35,93,94,92,91,91,89,84,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,west,not.pum,Nothofagus pumilio,native,40,93,94,92,91,91,89,84,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,west,osm.chi,Osmorhiza chilensis,native,2,93,94,92,91,91,89,84,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,west,ara.ara,Araucaria araucana,native,3,93,94,92,91,91,89,84,90
CM,60,UN,-3874679,-7149867,16,180,1554,large,west,bare.gr,bare ground,NA,5,93,94,92,91,91,89,84,90
